Player,Year,Team,Position,Games_Played,Min_Played,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Barbara Turner,2009,CON,G-F,7,144,5.7,.323,.641,.256,3.0,5.9,15.3,1.8,0.0,8.4,14.6,-0.2,0.1,0.0,-0.005
Kia Vaughn,2009,NYL,C,34,396,11.9,.500,.014,.230,10.7,13.4,4.3,0.8,0.6,16.4,22.9,-0.1,0.4,0.4,.038
Ashley Walker,2009,SEA,F-C,13,90,3.8,.355,.214,.357,8.8,16.5,7.8,1.2,2.0,17.8,20.6,-0.2,0.2,0.0,-0.019
DeMya Walker,2009,SAC,F,34,821,11.8,.516,.004,.292,8.2,12.0,14.5,1.7,1.7,24.6,20.1,0.0,0.6,0.6,.029
Ann Wauters,2009,SAS,C,17,463,17.4,.576,.036,.310,7.9,12.7,8.6,1.5,1.0,18.7,23.7,0.6,0.4,0.9,.079
Lindsay Whalen,2009,CON,G,34,1000,19.6,.544,.253,.393,4.3,8.9,28.3,2.2,0.4,14.1,19.9,3.2,1.4,4.6,.183
Erica White,2009,IND,G,2,18,9.0,.167,.500,.000,0.0,6.7,37.9,2.9,4.7,0.0,15.0,0.0,0.0,0.0,-0.004
Tan White,2009,CON,G,30,659,16.9,.530,.526,.202,3.4,7.1,18.4,2.8,1.1,12.1,20.6,1.4,1.0,2.4,.144
Tamika Whitmore,2009,CON,F,24,376,6.6,.371,.181,.260,6.0,7.8,11.2,1.2,0.6,12.4,19.1,-0.5,0.3,-0.2,-0.022
Khadijah Whittington,2009,IND,F,3,25,23.4,.600,.000,.000,9.3,12.1,19.9,0.0,0.0,0.0,18.0,0.1,0.0,0.2,.255
Candice Wiggins,2009,MIN,G,34,1017,14.6,.523,.364,.417,3.5,6.0,15.5,2.1,0.5,16.0,22.1,1.8,0.0,1.8,.072
Le'coe Willingham,2009,PHO,F,34,713,18.1,.587,.031,.310,10.8,11.2,7.8,1.5,0.9,13.7,19.8,2.4,0.1,2.5,.142
Lisa Willis,2009,SAC,G,2,5,-31.2,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,33.3,26.5,-0.1,0.0,-0.1,-0.695
Christina Wirth,2009,IND,F,21,121,7.4,.374,.483,.034,2.9,7.5,18.6,1.3,0.7,9.2,12.1,0.0,0.2,0.2,.063
Lindsay Wisdom-Hylton,2009,LAS,F,29,197,13.5,.497,.016,.311,8.9,12.5,7.2,0.8,3.5,17.8,19.2,0.1,0.3,0.4,.075
Tanisha Wright,2009,SEA,G,33,1072,16.3,.545,.093,.327,5.4,7.0,23.7,2.5,0.8,18.7,20.0,2.4,1.5,3.9,.146
Brooke Wyckoff,2009,CHI,F,27,531,7.5,.535,.689,.108,4.0,8.4,11.4,1.0,3.1,27.2,9.2,0.2,0.1,0.3,.022
Sophia Young-Malcolm,2009,SAS,F,33,1113,21.5,.531,.114,.392,7.8,12.0,10.2,2.1,1.1,9.9,26.3,3.2,1.0,4.2,.153
Shavonte Zellous,2009,DET,G,34,802,16.2,.539,.165,.609,3.8,7.9,13.9,1.8,1.9,17.0,25.1,1.8,1.0,2.7,.135
Shanna Zolman,2009,SAS,G,19,176,17.9,.604,.592,.079,0.0,3.5,7.2,0.6,0.0,6.0,22.2,0.6,0.0,0.5,.119
Kristin Haynie,2009,TOT,G,29,317,12.1,.468,.318,.239,3.1,7.7,15.5,4.5,0.3,20.5,17.1,0.0,0.5,0.5,.064
Tasha Humphrey,2009,TOT,C,28,407,11.5,.473,.428,.187,3.7,10.8,5.0,1.6,1.8,10.0,21.6,0.2,0.3,0.5,.047
Crystal Kelly,2009,TOT,F,34,367,11.1,.576,.013,.949,8.8,9.0,5.4,1.6,0.7,22.8,17.5,0.6,0.1,0.8,.083
Katie Mattera,2009,TOT,C,15,102,10.3,.633,.000,.600,11.1,17.0,1.9,0.5,6.9,37.5,23.1,-0.2,0.1,-0.1,-0.043
Armintie Herrington,2009,TOT,G,33,421,9.1,.439,.000,.595,9.2,10.7,11.6,1.9,0.6,20.3,14.2,0.0,0.2,0.2,.018
Nikki Teasley,2009,TOT,G,21,456,8.1,.545,.681,.174,0.8,4.0,18.8,1.6,0.9,27.4,9.7,0.3,0.4,0.7,.061
Tamera Young,2009,TOT,F,21,201,13.6,.452,.178,.479,9.5,13.1,10.0,3.3,2.0,18.5,23.8,-0.1,0.3,0.2,.043
Svetlana Abrosimova,2010,SEA,F,34,686,13.0,.507,.432,.188,4.4,9.3,17.4,3.1,0.4,19.4,20.7,0.4,1.4,1.8,.102
Jessica Adair,2010,MIN,C,1,14,25.2,.906,.000,4.000,30.8,33.2,0.0,0.0,0.0,0.0,8.5,0.1,0.0,0.1,.400
Matee Ajavon,2010,WAS,G,34,497,11.4,.444,.257,.393,4.3,6.9,17.0,4.1,0.3,18.8,25.3,-0.4,1.1,0.7,.056
Nicky Anosike,2010,MIN,F-C,31,928,14.9,.490,.000,.691,9.5,13.3,10.9,3.4,3.0,18.5,16.5,0.7,1.7,2.4,.103
Jayne Appel-Marinelli,2010,SAS,C,28,306,12.4,.558,.042,.479,8.8,14.7,7.2,1.2,1.3,18.1,16.1,0.3,0.2,0.5,.070
Seimone Augustus,2010,MIN,G,25,832,14.7,.488,.261,.124,1.2,5.7,12.0,1.0,0.7,7.5,24.1,0.9,0.5,1.4,.066
Alison Bales,2010,ATL,C,34,529,14.0,.547,.124,.557,6.5,13.4,7.4,2.2,5.5,16.0,11.0,0.8,1.3,2.1,.155
Mistie Bass,2010,CHI,F,34,642,12.9,.553,.016,.372,10.5,12.7,9.7,1.6,1.9,20.6,13.7,0.7,0.7,1.4,.088
Ashley Battle,2010,SAS,F,5,35,1.8,.333,.417,.000,14.6,16.3,4.8,0.0,0.0,20.0,20.1,-0.1,0.0,-0.1,-0.139
Tully Bevilaqua,2010,IND,G,34,659,9.4,.506,.642,.200,3.4,6.8,13.3,3.8,0.5,23.5,11.8,0.0,1.4,1.4,.087
Sue Bird,2010,SEA,G,33,1005,18.0,.554,.476,.135,0.9,5.4,32.3,2.7,0.4,15.4,17.5,3.3,1.7,5.0,.197
Abby Bishop,2010,SEA,F,16,109,5.0,.441,.533,.244,12.7,11.3,6.4,1.0,0.8,19.4,25.6,-0.2,0.1,0.0,-0.011
Chante Black,2010,TUL,C,34,712,13.8,.519,.000,.329,13.2,18.1,5.1,1.2,6.3,20.1,12.6,0.3,0.4,0.7,.041
Nikki Blue,2010,NYL,G,15,77,4.1,.374,.286,.333,1.7,5.0,26.0,2.8,0.0,27.2,20.0,-0.2,0.1,-0.1,-0.065
DeWanna Bonner,2010,PHO,G-F,32,813,19.5,.569,.187,.419,9.7,13.4,7.4,1.3,3.3,10.9,19.7,2.6,0.2,2.8,.139
Kiesha Brown,2010,TUL,G,27,481,9.9,.489,.319,.194,2.1,6.4,22.0,1.5,0.0,20.4,17.2,0.0,-0.2,-0.2,-0.017
Rebekkah Brunson,2010,MIN,F,30,915,17.3,.495,.004,.586,14.1,19.7,4.5,2.0,2.7,12.5,18.4,1.4,1.6,3.0,.131
Dominique Canty,2010,CHI,G,34,884,12.4,.504,.045,.561,4.8,6.1,23.0,2.0,0.7,20.0,19.9,0.6,0.7,1.3,.057
Essence Carson,2010,NYL,F-G,34,325,12.9,.460,.203,.260,5.5,10.6,13.4,2.3,2.1,15.9,23.4,-0.2,0.5,0.3,.039
Swin Cash,2010,SEA,F,34,1046,14.5,.544,.232,.378,7.8,11.9,11.5,1.0,1.4,18.5,22.9,1.7,1.6,3.3,.128
Iziane Castro Marques,2010,ATL,F-G,34,984,13.9,.518,.315,.272,1.5,3.3,15.9,1.4,0.2,14.6,26.7,0.9,0.9,1.8,.075
Tamika Catchings,2010,IND,F,34,1068,27.2,.607,.245,.432,6.6,14.0,25.8,3.8,2.4,15.4,25.7,4.8,3.1,7.9,.296
Tina Charles,2010,CON,C,34,1054,23.2,.539,.002,.359,13.8,21.3,9.0,1.2,4.2,12.7,23.3,2.8,2.4,5.2,.197
Joy Cheek,2010,IND,F,7,34,3.3,.545,.250,.333,0.0,5.4,5.5,0.0,0.0,26.7,25.2,-0.1,0.0,0.0,-0.042
Shameka Christon,2010,CHI,G,10,213,13.2,.500,.449,.205,1.8,7.0,20.4,0.8,0.8,9.6,20.5,0.4,0.1,0.5,.102
Marissa Coleman,2010,WAS,G-F,34,663,13.8,.536,.540,.217,5.1,10.9,13.1,2.3,1.5,16.9,17.1,1.0,1.4,2.5,.149
Monique Currie,2010,WAS,F,34,891,19.8,.584,.248,.510,6.5,11.8,11.7,2.9,1.3,17.8,25.5,2.7,2.1,4.8,.215
Helen Darling,2010,SAS,G,33,391,5.4,.427,.367,.567,3.6,5.5,18.0,2.7,0.2,29.9,12.8,-0.4,0.2,-0.3,-0.026
Jessica Davenport,2010,IND,C,33,469,19.6,.613,.042,.411,7.1,12.2,6.7,1.6,5.0,16.8,23.2,1.1,1.0,2.1,.176
Erika de Souza,2010,ATL,F-C,34,872,19.4,.575,.000,.225,11.9,17.9,6.0,1.5,3.4,14.5,19.8,1.8,1.9,3.7,.170
Scholanda Dorrell,2010,TUL,G,34,836,12.3,.484,.211,.360,3.8,5.6,12.5,3.1,1.2,17.1,25.4,-0.6,0.0,-0.6,-0.027
Katie Douglas,2010,IND,G-F,34,1014,18.6,.569,.459,.187,3.2,7.1,21.2,2.4,1.1,14.0,21.5,2.7,1.8,4.5,.177
Candice Dupree,2010,PHO,F,34,1014,23.1,.700,.003,.224,8.7,14.1,7.4,1.7,2.0,14.5,18.7,4.4,0.3,4.8,.188
Marie Ferdinand-Harris,2010,LAS,G,30,728,11.2,.489,.194,.251,3.2,6.7,8.9,1.9,0.6,10.7,19.4,0.3,0.3,0.6,.034
Sylvia Fowles,2010,CHI,C,34,1087,27.8,.634,.003,.500,8.5,19.3,9.9,1.9,6.7,14.6,23.9,4.2,2.7,6.9,.253
Megan Frazee,2010,SAS,F,10,101,9.1,.471,.281,.594,8.9,13.2,1.7,0.0,0.0,12.9,21.5,0.0,0.0,0.0,-0.001
Kerri Gardin,2010,CON,F,25,206,6.4,.343,.297,.324,6.0,7.9,11.4,2.2,1.1,17.6,10.9,-0.2,0.3,0.1,.016
Kalana Greene,2010,NYL,G,33,519,8.3,.505,.152,.174,3.5,6.7,9.9,1.3,1.1,19.5,16.6,-0.2,0.5,0.3,.024
Kelsey Griffin,2010,CON,F,34,679,9.6,.468,.350,.387,7.1,13.3,8.0,1.7,2.0,21.1,13.1,-0.1,1.2,1.1,.062
Sandrine Gruda,2010,CON,F-C,28,636,19.8,.569,.049,.571,9.2,11.1,9.3,1.5,2.6,13.7,22.6,1.8,0.9,2.7,.171
Becky Hammon,2010,SAS,G,32,1075,17.7,.598,.492,.281,1.9,5.5,28.2,1.8,0.6,21.1,22.3,2.5,0.3,2.8,.105
Lindsey Harding,2010,WAS,G,34,1130,13.7,.514,.147,.303,2.0,5.9,22.0,2.2,0.5,19.0,19.9,1.2,1.9,3.1,.111
Allison Hightower,2010,CON,G,20,207,8.0,.403,.300,.267,5.5,6.8,6.8,3.5,0.8,13.0,16.3,-0.2,0.3,0.2,.030
Roneeka Hodges,2010,SAS,G,34,859,9.5,.472,.605,.125,3.4,8.0,8.8,0.9,0.9,12.6,17.3,-0.1,0.2,0.1,.005
Ebony Hoffman,2010,IND,F,34,815,11.5,.478,.307,.150,6.7,10.9,9.5,2.6,1.4,15.7,18.9,0.1,1.7,1.7,.085
Chamique Holdsclaw,2010,SAS,F,29,840,18.6,.546,.095,.220,7.8,11.7,13.2,2.7,1.0,15.3,23.7,1.3,0.8,2.0,.096
Quanitra Hollingsworth,2010,MIN,C,25,182,2.7,.448,.000,.676,7.7,14.0,3.6,1.4,0.5,30.4,16.3,-0.5,0.2,-0.3,-0.058
Sequoia Holmes,2010,PHO,G,15,119,1.4,.296,.282,.385,7.9,9.4,6.6,2.4,0.0,18.0,19.8,-0.5,0.0,-0.5,-0.160
Amber Holt,2010,TUL,F,33,697,15.1,.522,.358,.338,4.4,8.4,14.6,2.1,0.8,11.8,18.9,1.2,-0.1,1.2,.068
Charde Houston,2010,MIN,F,34,758,17.0,.503,.342,.193,4.6,10.6,12.6,2.9,2.3,14.6,26.4,0.3,1.2,1.5,.079
Ashley Houts,2010,WAS,G,20,110,7.8,.504,.750,.125,4.9,7.6,12.9,2.9,0.0,29.3,9.9,0.0,0.2,0.2,.078
Sandora Irvin,2010,CHI,F,18,137,7.1,.515,.233,.300,10.0,11.8,3.8,0.8,3.6,22.7,14.9,0.0,0.1,0.1,.030
Lauren Jackson,2010,SEA,F-C,32,993,27.9,.592,.328,.374,11.3,16.3,7.7,1.6,3.3,7.7,27.3,6.1,2.2,8.3,.333
Briann January,2010,IND,G,30,657,12.1,.522,.337,.491,3.8,5.5,24.4,3.0,0.5,24.2,19.5,0.4,1.1,1.5,.092
Anete Jekabsone-Zogota,2010,CON,G,19,352,12.1,.523,.588,.115,1.3,6.4,16.0,1.3,1.1,14.3,20.0,0.4,0.4,0.8,.088
Temeka Johnson,2010,PHO,G,34,928,12.3,.491,.327,.165,2.4,6.5,24.8,1.7,0.5,17.8,17.7,0.9,-0.2,0.7,.029
Asjha Jones,2010,CON,F,30,774,14.0,.489,.065,.148,7.0,10.7,15.5,0.9,1.3,14.1,21.8,0.6,0.9,1.4,.074
Marion Jones,2010,TUL,G,33,311,15.0,.564,.100,.525,10.3,9.9,10.4,2.8,1.9,18.9,16.5,0.4,0.0,0.5,.058
Crystal Kelly,2010,SAS,F,26,242,8.2,.562,.020,.920,6.9,7.8,4.6,1.5,0.3,24.7,18.0,0.0,0.0,0.1,.012
Cathrine Kraayeveld,2010,CHI,F,34,722,8.2,.467,.544,.133,4.1,8.0,10.0,1.6,2.2,20.1,15.3,-0.5,0.7,0.2,.011
Alison Lacey,2010,SEA,G,21,144,-1.3,.215,.771,.143,2.6,6.8,10.0,2.2,0.6,17.7,14.2,-0.5,0.2,-0.3,-0.073
Jennifer Lacy,2010,TUL,F,24,402,12.0,.504,.312,.397,7.1,10.4,8.1,2.3,1.5,17.0,20.9,0.1,0.0,0.1,.013
Natasha Lacy,2010,TUL,G,16,293,13.8,.525,.150,.463,1.9,7.3,32.3,3.8,0.9,28.3,19.3,-0.1,0.2,0.0,.006
Crystal Langhorne,2010,WAS,F,34,1158,21.6,.632,.016,.387,11.4,18.4,6.7,1.4,0.5,17.0,20.8,4.0,2.5,6.5,.224
Ivory Latta,2010,TUL,G,18,517,14.3,.542,.438,.265,1.5,2.9,24.1,1.7,0.3,15.9,20.0,0.9,-0.4,0.5,.040
Edwige Lawson-Wade,2010,SAS,G,33,724,12.6,.540,.702,.238,3.0,5.6,20.9,2.6,0.2,18.4,15.8,1.1,0.3,1.4,.078
Kara Lawson,2010,CON,G,34,854,12.5,.535,.518,.154,1.1,5.7,22.6,0.8,0.0,15.4,16.0,1.4,0.7,2.1,.097
Shalee Lehning,2010,ATL,G,33,775,9.5,.516,.340,.283,3.9,6.3,28.0,1.5,0.6,33.9,9.4,0.4,0.9,1.3,.067
Betty Lennox,2010,LAS,G,11,128,13.6,.555,.783,.130,3.9,9.0,23.2,0.8,0.0,12.6,20.0,0.3,0.0,0.4,.111
Yelena Leuchanka,2010,ATL,C,32,339,10.4,.537,.048,.410,9.2,13.5,5.5,2.3,1.8,27.1,20.3,-0.3,0.7,0.3,.041
Taylor Lilley,2010,PHO,G,21,227,9.4,.557,.741,.190,1.6,4.4,9.1,2.3,0.3,20.3,14.7,0.1,0.0,0.0,.008
Camille Little,2010,SEA,F,34,838,18.4,.563,.090,.445,10.8,12.9,10.1,3.5,2.2,16.4,19.7,2.0,2.0,4.0,.193
Sancho Lyttle,2010,ATL,F,32,930,19.8,.530,.000,.358,11.8,18.8,12.2,2.8,1.6,14.0,19.6,2.1,2.3,4.4,.187
Hamchetou Maiga-Ba,2010,MIN,F,34,467,6.8,.427,.009,.295,8.1,9.7,11.3,1.4,0.9,22.2,14.9,-0.5,0.3,-0.2,-0.013
Kristen Mann,2010,MIN,F,5,15,-2.9,.250,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,17.2,-0.1,0.0,-0.1,-0.155
Gabriela Marginean,2010,MIN,F,4,12,8.6,.200,.000,.000,26.9,19.4,13.9,4.2,7.2,16.7,21.5,-0.1,0.0,0.0,-0.095
Nuria Martinez,2010,MIN,G,15,128,-0.6,.330,.606,.545,0.0,5.0,13.5,2.0,0.0,22.7,17.7,-0.5,0.1,-0.4,-0.117
Janel McCarville,2010,NYL,F-C,34,967,12.9,.502,.040,.182,8.7,13.2,12.8,2.5,2.0,22.5,18.4,-0.1,1.7,1.6,.068
Angel McCoughtry,2010,ATL,F-G,34,1044,20.5,.506,.209,.395,6.5,8.8,18.0,3.0,1.5,13.2,31.6,2.2,1.9,4.1,.158
Taj McWilliams-Franklin,2010,NYL,F-C,34,994,17.8,.576,.084,.336,9.5,11.8,11.8,2.5,2.5,14.2,17.2,2.7,1.7,4.4,.178
Chasity Melvin,2010,WAS,C-F,34,659,11.9,.462,.000,.243,14.3,15.6,6.1,1.9,2.2,17.6,16.1,0.2,1.4,1.6,.097
Coco Miller,2010,ATL,G,27,198,8.1,.466,.306,.165,3.3,4.2,17.9,1.2,0.0,18.0,22.7,-0.1,0.2,0.1,.016
Kelly Miller,2010,ATL,G,30,493,8.6,.453,.654,.234,2.6,6.3,21.9,2.2,0.3,23.9,12.7,0.1,0.7,0.8,.062
DeLisha Milton-Jones,2010,LAS,F,34,1096,15.9,.559,.200,.309,3.8,8.9,14.6,1.8,1.6,17.1,23.6,1.3,0.8,2.1,.077
Leilani Mitchell,2010,NYL,G,34,978,16.3,.617,.622,.181,3.3,5.8,21.4,3.0,0.5,16.6,14.7,2.8,1.3,4.2,.171
Chanel Mokango,2010,LAS,F,21,72,2.7,.240,.118,.235,6.9,11.0,2.1,1.4,11.1,21.0,15.2,-0.3,0.1,-0.2,-0.126
Jacinta Monroe,2010,WAS,F,17,117,11.3,.496,.032,.387,4.6,8.8,4.6,2.3,5.8,14.2,16.5,0.0,0.3,0.3,.109
Renee Montgomery,2010,CON,G,34,940,16.6,.526,.480,.211,1.7,4.4,26.1,2.6,0.2,15.3,23.7,1.6,1.1,2.7,.117
Jessica Moore,2010,IND,F-C,33,431,6.0,.494,.011,.337,8.3,9.9,5.4,0.7,0.8,22.7,14.0,-0.1,0.5,0.4,.039
Jene Morris,2010,IND,G,25,196,8.7,.535,.576,.045,1.9,4.4,11.3,2.2,0.9,20.2,19.6,-0.1,0.3,0.2,.046
Abi Olajuwon,2010,CHI,C,6,30,5.9,.500,.000,.000,12.5,8.3,0.0,1.8,0.0,25.0,12.4,0.0,0.0,0.0,-0.006
Candace Parker,2010,LAS,F,10,335,24.4,.552,.074,.346,7.0,18.3,14.0,1.5,5.3,14.6,30.0,0.4,0.6,1.0,.123
Ticha Penicheiro,2010,LAS,G,32,843,14.5,.525,.077,.615,2.5,9.2,39.8,2.6,0.2,32.6,12.0,1.1,0.8,2.0,.093
Jia Perkins,2010,CHI,G,34,936,14.9,.472,.298,.117,4.7,6.5,16.7,3.2,0.5,9.4,21.0,0.9,1.1,2.1,.088
Cappie Pondexter,2010,NYL,G,34,1167,24.6,.604,.283,.335,2.3,8.4,27.7,1.4,0.3,11.8,27.3,6.1,1.3,7.3,.252
Nicole Powell,2010,NYL,F,34,895,13.9,.524,.580,.108,4.7,10.2,14.1,2.0,0.7,13.7,18.2,1.2,1.3,2.5,.112
Armintie Herrington,2010,ATL,G,34,561,12.0,.457,.029,.737,8.1,10.0,15.8,2.6,0.3,16.6,15.7,0.4,0.9,1.3,.091
Epiphanny Prince,2010,CHI,G,34,665,19.5,.527,.259,.354,2.6,6.4,27.2,4.4,0.6,15.9,26.3,1.1,1.1,2.2,.133
Noelle Quinn,2010,LAS,G,34,1104,12.8,.525,.282,.159,2.9,7.4,14.8,1.6,0.8,12.4,15.7,1.3,0.5,1.8,.066
Brittainey Raven,2010,ATL,G,23,125,6.2,.350,.400,.178,10.4,9.3,11.3,1.9,0.6,15.6,18.6,-0.2,0.2,0.0,-0.008
Andrea Riley,2010,LAS,G,29,224,12.6,.475,.573,.416,2.8,6.0,21.9,3.2,0.4,18.6,26.5,-0.1,0.2,0.0,.009
Ruth Riley,2010,SAS,C,20,261,11.5,.597,.093,.370,2.9,10.9,12.1,1.0,4.0,23.2,14.7,0.2,0.2,0.4,.066
Ashley Robinson,2010,SEA,C,30,245,7.6,.410,.000,.196,8.2,14.3,9.5,0.9,7.4,25.4,12.3,-0.3,0.6,0.3,.049
Nakia Sanford,2010,WAS,C-F,34,608,11.0,.533,.000,.478,11.3,15.2,7.3,2.2,1.1,26.1,19.5,-0.2,1.3,1.2,.078
Brooke Smith,2010,PHO,F-C,16,131,14.6,.767,.000,.304,5.4,12.3,4.4,0.4,2.2,10.3,9.4,0.5,0.0,0.4,.137
Katie Smith,2010,WAS,G,33,1016,10.0,.523,.540,.199,1.7,4.4,14.3,1.3,0.4,15.0,15.8,1.5,1.3,2.8,.109
Tangela Smith,2010,PHO,C,34,992,9.7,.499,.492,.120,3.9,9.9,4.3,1.1,2.1,10.5,15.0,0.5,0.0,0.5,.022
Belinda Snell,2010,SAS,G,2,38,9.6,.455,.556,.222,3.4,6.7,20.7,0.0,0.0,16.8,14.6,0.0,0.0,0.0,.010
Michelle Snow,2010,SAS,C,34,821,20.5,.607,.004,.355,8.1,16.2,12.4,2.1,2.5,16.2,19.7,2.1,1.0,3.2,.154
Sidney Spencer,2010,NYL,G,20,168,10.9,.605,.349,.000,1.5,6.1,6.0,1.9,0.0,15.7,14.1,0.2,0.2,0.3,.082
Tiffany Stansbury,2010,LAS,F-C,5,14,-2.4,.387,.000,.667,0.0,0.0,0.0,3.7,0.0,34.0,19.3,-0.1,0.0,-0.1,-0.226
Tammy Sutton-Brown,2010,IND,C,34,875,13.8,.506,.004,.432,9.8,12.3,5.8,2.0,5.5,16.8,17.1,0.6,1.9,2.5,.115
Ketia Swanier,2010,PHO,G,32,322,8.0,.469,.337,.228,1.8,6.6,23.0,1.6,0.2,28.8,18.7,-0.5,-0.1,-0.6,-0.073
Diana Taurasi,2010,PHO,G,31,998,22.8,.592,.431,.437,1.4,7.4,23.8,1.8,1.4,15.7,29.8,3.8,0.0,3.8,.154
Penny Taylor,2010,PHO,F,32,959,22.5,.640,.306,.385,3.9,8.2,25.9,2.3,0.7,16.0,20.9,4.4,0.1,4.5,.188
Christi Thomas,2010,CHI,F-C,15,127,0.5,.420,.050,.300,5.9,12.7,2.5,0.4,2.0,23.6,10.8,-0.2,0.1,0.0,-0.014
Amanda Thompson,2010,TUL,F,7,49,2.4,.299,.000,.714,4.5,13.0,9.0,3.0,0.0,17.9,19.3,-0.2,0.0,-0.2,-0.136
Tina Thompson,2010,LAS,F,33,1095,17.9,.557,.365,.245,7.1,11.4,10.3,1.8,1.8,13.5,23.9,2.0,0.9,2.9,.108
Erin Thorn,2010,CHI,G,34,683,12.4,.576,.588,.212,2.2,5.8,18.3,1.6,0.2,19.5,15.7,1.0,0.5,1.4,.084
Kristi Toliver,2010,LAS,G,34,703,12.2,.552,.442,.225,4.1,6.5,11.1,1.3,0.2,15.9,20.5,0.6,0.1,0.7,.042
Kia Vaughn,2010,NYL,C,30,243,4.4,.398,.014,.290,7.9,11.1,6.5,1.3,2.1,18.8,18.4,-0.5,0.3,-0.2,-0.027
Jana Vesela,2010,SEA,F,29,330,13.4,.632,.234,.313,6.1,10.8,8.9,2.9,1.8,26.3,13.5,0.4,0.7,1.1,.130
Ashley Walker,2010,TUL,F-C,2,9,-18.5,.000,.333,.000,0.0,0.0,0.0,10.9,0.0,40.0,23.4,-0.1,0.0,-0.1,-0.545
DeMya Walker,2010,CON,F,31,341,10.1,.503,.029,.438,9.9,10.6,12.2,2.1,1.1,24.2,21.3,-0.1,0.5,0.3,.039
Lindsay Whalen,2010,MIN,G,33,1110,16.4,.530,.202,.453,3.0,6.9,29.6,2.1,0.4,16.2,18.1,2.6,1.0,3.6,.128
Tan White,2010,CON,G,34,857,14.4,.542,.465,.226,1.1,6.0,15.6,3.2,0.4,14.3,18.9,1.2,1.4,2.6,.122
Candice Wiggins,2010,MIN,G,8,238,16.9,.631,.622,.405,3.2,5.4,12.9,3.0,0.0,17.9,19.1,0.7,0.2,1.0,.161
Le'coe Willingham,2010,SEA,F,33,515,17.0,.613,.238,.323,15.6,16.2,7.3,1.7,0.8,16.8,15.6,1.6,0.9,2.5,.191
Lindsay Wisdom-Hylton,2010,LAS,F,32,482,14.6,.533,.017,.283,11.8,13.7,4.9,1.9,4.0,14.0,15.0,0.7,0.5,1.2,.099
Monica Wright,2010,MIN,G,34,866,10.3,.458,.250,.221,3.6,6.5,11.1,2.0,0.7,14.0,23.8,-0.4,0.7,0.3,.014
Tanisha Wright,2010,SEA,G,34,988,13.5,.521,.215,.345,3.4,7.0,25.5,2.2,0.8,19.1,17.0,2.0,1.6,3.6,.146
Sophia Young-Malcolm,2010,SAS,F,34,1082,18.4,.538,.088,.278,5.2,10.4,14.5,2.6,0.7,12.6,24.0,1.8,0.9,2.8,.103
Tamera Young,2010,CHI,F,32,595,11.0,.446,.224,.362,6.9,10.2,15.1,2.2,1.0,16.8,22.8,-0.5,0.7,0.3,.018
Shanna Zolman,2010,TUL,G,30,639,12.6,.533,.519,.115,1.6,3.8,13.5,2.0,0.3,15.2,21.2,0.4,-0.3,0.1,.006
Kara Braxton,2010,TOT,C-F,35,593,18.3,.546,.014,.286,10.6,15.7,14.9,2.7,3.0,22.6,29.3,-0.2,0.5,0.3,.018
Alexis Hornbuckle,2010,TOT,G,28,510,10.3,.443,.380,.233,4.5,8.2,18.0,4.0,2.1,21.5,15.1,-0.3,0.5,0.2,.019
Tiffany Jackson-Jones,2010,TOT,F,34,717,12.1,.479,.005,.445,8.4,14.2,8.7,2.8,1.0,20.1,17.9,-0.2,0.5,0.3,.018
Rashanda McCants,2010,TOT,F,23,374,10.8,.468,.444,.274,7.2,8.2,11.7,2.0,1.1,12.6,18.1,0.2,0.2,0.4,.044
Shay Murphy,2010,TOT,G,26,376,10.9,.414,.338,.353,8.9,13.3,15.1,2.4,0.5,15.3,23.1,-0.4,0.7,0.3,.031
Nicole Ohlde,2010,TOT,F-C,32,523,7.9,.485,.000,.321,4.7,9.0,8.1,1.0,2.5,20.4,16.2,-0.4,-0.1,-0.5,-0.035
Plenette Pierson,2010,TOT,F,33,544,18.8,.541,.042,.310,7.1,13.2,14.3,2.6,1.7,16.6,29.7,0.5,0.8,1.4,.102
Allie Quigley,2010,TOT,G,7,43,15.5,.644,.333,.667,0.0,2.9,4.1,2.5,2.0,16.2,19.9,0.1,0.0,0.1,.123
Shavonte Zellous,2010,TOT,G,31,485,10.2,.444,.217,.528,3.8,7.5,15.8,1.5,2.9,15.0,21.7,-0.1,0.7,0.6,.046
Jessica Adair,2011,MIN,C,31,321,16.9,.530,.000,.476,16.2,16.8,4.9,1.3,5.0,17.8,21.1,0.6,0.6,1.2,.154
Danielle Adams,2011,SAS,F-C,23,480,20.2,.547,.435,.309,8.4,12.0,5.4,1.3,2.5,9.4,27.7,1.2,0.8,1.9,.159
Matee Ajavon,2011,WAS,G,34,1065,14.6,.494,.301,.315,3.3,4.7,20.7,2.9,0.7,17.2,26.1,1.0,0.2,1.2,.047
Nicky Anosike,2011,WAS,F-C,34,924,13.4,.444,.005,.560,10.6,16.5,9.1,2.9,2.4,18.0,16.1,0.2,1.1,1.2,.054
Jayne Appel-Marinelli,2011,SAS,C,31,452,12.8,.495,.034,.281,10.2,18.5,9.0,1.9,3.6,18.7,12.6,0.3,1.1,1.4,.128
