Player,Year,Team,Position,Games_Played,Min_Played,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Sheryl Swoopes,2008,SEA,F-G,29,706,15.4,.470,.328,.307,4.6,10.8,15.3,3.3,1.1,12.5,16.2,0.9,1.5,2.5,.139
Diana Taurasi,2008,PHO,G,34,1083,29.7,.596,.427,.427,2.7,8.6,20.5,2.1,3.3,10.8,29.3,7.2,0.2,7.4,.273
Christi Thomas,2008,LAS,F-C,20,159,5.7,.386,.176,.235,7.6,14.6,6.2,0.7,4.0,17.6,12.6,-0.1,0.3,0.2,.050
Tina Thompson,2008,HOU,F,30,1074,17.3,.529,.305,.281,5.5,11.8,12.1,1.6,1.6,17.9,25.7,1.6,1.2,2.8,.105
Erin Thorn,2008,NYL,G,32,380,8.4,.456,.670,.104,0.6,3.2,16.7,1.0,0.4,15.3,15.8,0.1,0.1,0.2,.023
Barbara Turner,2008,CON,G-F,34,663,17.0,.591,.615,.464,3.9,9.2,13.4,0.9,1.6,14.8,18.1,2.2,0.8,3.0,.181
Krystal Vaughn,2008,WAS,F,15,78,-3.0,.256,.105,.526,6.1,11.8,0.0,1.3,2.2,29.9,19.1,-0.5,0.1,-0.4,-0.228
DeMya Walker,2008,SAC,F,7,52,0.8,.463,.000,.182,9.1,7.2,3.5,5.0,0.0,45.7,18.4,-0.3,0.1,-0.2,-0.141
Marcedes Walker,2008,HOU,C,2,11,-15.9,.000,.000,.500,56.3,38.9,13.6,0.0,7.9,45.0,35.7,-0.2,0.0,-0.2,-0.706
Ann Wauters,2008,SAS,C,32,980,21.7,.576,.085,.268,6.2,14.5,12.5,1.9,3.0,14.6,23.0,2.3,2.5,4.8,.195
Kendra Wecker,2008,WAS,F,9,48,-2.1,.147,.412,.000,9.9,14.1,24.0,3.3,0.0,29.2,22.3,-0.4,0.1,-0.3,-0.271
Lindsay Whalen,2008,CON,G,31,908,24.8,.580,.261,.513,4.1,10.8,33.3,2.6,0.1,13.4,21.1,4.7,1.7,6.4,.283
Erica White,2008,HOU,G,34,426,9.5,.495,.080,.886,4.1,6.7,18.2,2.8,0.6,28.2,17.7,0.0,0.4,0.4,.039
Tan White,2008,IND,G,33,894,11.8,.467,.369,.185,3.6,6.8,18.0,2.6,1.3,19.5,22.2,-0.3,1.5,1.2,.053
Tamika Whitmore,2008,CON,F,34,911,14.6,.494,.276,.245,5.0,9.9,9.8,1.1,1.1,13.5,24.4,1.0,1.2,2.2,.097
Khadijah Whittington,2008,IND,F,22,186,7.5,.418,.000,.386,6.3,11.1,6.0,2.6,4.8,18.9,15.5,-0.2,0.4,0.2,.047
Candice Wiggins,2008,MIN,G,30,824,23.1,.553,.356,.579,5.4,6.9,19.8,3.3,0.7,11.8,25.7,3.7,0.7,4.5,.217
Brittany Wilkins,2008,SAS,C,1,0,,,,,,,,,,,,0.0,0.0,0.0,
Adrian Williams-Strong,2008,SAC,C-F,34,687,11.1,.468,.000,.291,11.7,15.1,5.6,1.4,1.0,19.6,17.5,0.0,0.8,0.8,.045
Le'coe Willingham,2008,PHO,F,34,834,17.6,.613,.111,.332,11.4,13.1,5.6,1.3,0.6,14.1,16.1,3.1,-0.2,2.9,.138
Lisa Willis,2008,NYL,G,34,458,16.9,.623,.671,.214,2.1,7.7,5.7,3.4,0.9,16.8,18.5,1.1,0.7,1.8,.155
Tamika Williams,2008,CON,F,34,374,10.0,.466,.028,.569,14.5,14.9,5.6,1.4,0.2,22.4,13.7,0.2,0.5,0.7,.072
Tanisha Wright,2008,SEA,G,34,808,11.8,.484,.096,.244,4.9,8.7,19.7,2.1,0.8,22.0,20.2,0.0,1.2,1.2,.060
Brooke Wyckoff,2008,CHI,F,34,594,5.8,.469,.699,.219,2.8,8.0,12.7,1.3,2.7,29.8,8.9,-0.3,0.5,0.3,.019
Sophia Young-Malcolm,2008,SAS,F,33,1054,23.5,.550,.007,.476,6.4,10.5,15.4,2.7,1.2,9.8,25.9,4.0,2.3,6.2,.237
Tamera Young,2008,ATL,F,33,745,9.2,.425,.167,.404,6.7,10.9,10.0,2.0,1.0,17.3,19.7,-0.6,0.1,-0.6,-0.031
Sharnee' Zoll,2008,MIN,G,6,30,10.0,.470,.375,.750,3.8,5.9,15.4,1.7,0.0,22.0,19.9,0.0,0.0,0.0,.011
Alison Bales,2008,TOT,C,31,515,13.9,.466,.073,.364,6.0,14.1,4.4,2.0,6.6,9.2,12.0,0.5,0.7,1.2,.093
Tasha Humphrey,2008,TOT,C,30,509,17.5,.558,.330,.189,8.1,13.2,12.3,1.8,1.4,16.8,23.3,1.2,0.7,1.9,.147
Amber Jacobs,2008,TOT,G,11,143,1.5,.404,.652,.174,1.7,3.8,19.2,1.1,0.0,39.3,12.7,-0.3,0.1,-0.3,-0.077
Camille Little,2008,TOT,F,32,663,14.7,.555,.131,.377,8.5,11.1,10.7,2.2,1.6,21.2,19.3,0.7,0.8,1.5,.091
Stacey Lovelace,2008,TOT,C,22,302,13.5,.484,.302,.198,7.9,11.8,10.1,3.0,2.6,17.4,18.1,0.1,0.2,0.4,.047
Kristen Mann,2008,TOT,F,18,254,7.0,.468,.188,.104,4.5,5.3,10.2,1.8,1.5,23.0,11.1,-0.1,-0.1,-0.1,-0.020
Taj McWilliams-Franklin,2008,TOT,F-C,33,1047,18.8,.553,.076,.247,8.6,13.8,10.4,2.4,2.5,18.0,19.8,1.9,1.6,3.4,.132
Shay Murphy,2008,TOT,G,17,138,6.9,.365,.417,.125,11.1,11.2,9.6,2.3,1.3,17.8,19.7,-0.2,0.2,0.0,-0.010
Ashley Shields,2008,TOT,G,10,56,1.9,.369,.379,.276,0.0,3.2,9.5,1.9,0.0,17.7,31.1,-0.3,0.0,-0.2,-0.161
Crystal Smith,2008,TOT,G,29,392,8.0,.481,.345,.327,3.0,4.4,11.6,1.9,0.4,21.3,18.2,-0.1,0.2,0.1,.006
Kasha Terry,2008,TOT,C-F,22,299,7.9,.492,.000,.407,10.6,13.5,7.5,1.7,2.9,31.0,20.0,-0.6,0.1,-0.5,-0.070
LaToya Thomas,2008,TOT,F,20,187,5.7,.483,.170,.170,6.1,9.4,3.6,0.8,0.5,26.0,18.0,-0.3,0.1,-0.3,-0.055
Matee Ajavon,2009,WAS,G,34,587,12.4,.451,.324,.435,5.4,6.5,11.8,3.2,0.5,14.2,25.9,0.1,0.9,0.9,.064
Nicky Anosike,2009,MIN,F-C,30,896,24.2,.565,.015,.732,9.6,15.1,16.6,4.6,2.5,14.8,20.3,3.1,1.4,4.6,.205
La'Tangela Atkinson,2009,SEA,G-F,2,46,20.1,.282,.125,.250,17.3,25.2,18.0,11.9,2.0,31.1,13.2,-0.1,0.3,0.2,.165
Seimone Augustus,2009,MIN,G,6,178,30.9,.661,.163,.244,2.6,8.6,12.2,3.4,1.3,12.0,26.9,0.9,0.1,1.0,.236
Sherill Baker,2009,DET,G,1,11,33.3,.810,.000,1.000,11.0,5.4,17.5,4.7,0.0,18.8,21.5,0.1,0.0,0.1,.406
Mistie Bass,2009,CHI,F,8,126,18.3,.532,.051,.410,11.8,13.1,4.6,2.1,1.9,8.0,18.2,0.3,0.1,0.4,.130
Suzy Batkovic-Brown,2009,SEA,C,20,147,5.0,.505,.256,.186,8.1,12.7,5.4,1.9,3.7,34.0,22.6,-0.6,0.3,-0.3,-0.075
Ashley Battle,2009,NYL,F,34,548,12.0,.526,.311,.311,3.7,9.4,13.6,3.0,0.3,23.6,18.7,-0.2,1.0,0.8,.058
Alana Beard,2009,WAS,G-F,31,985,16.7,.504,.244,.260,2.3,7.5,14.2,3.7,1.5,17.0,25.9,0.6,1.9,2.5,.101
Tully Bevilaqua,2009,IND,G,34,861,12.3,.510,.591,.298,1.6,5.6,20.0,3.8,0.8,19.0,13.2,0.8,1.8,2.5,.118
Sue Bird,2009,SEA,G,31,1101,15.6,.502,.398,.109,1.4,4.6,32.1,2.3,0.2,17.0,20.4,1.7,1.4,3.1,.112
Chante Black,2009,CON,C,33,428,10.1,.437,.011,.467,10.3,14.2,2.3,1.6,5.0,18.4,14.1,-0.2,0.8,0.6,.056
Nikki Blue,2009,WAS,G,16,91,6.4,.423,.375,.417,2.6,6.6,21.9,3.9,0.0,31.4,19.7,-0.2,0.2,-0.1,-0.035
Shannon Bobbitt,2009,LAS,G,33,353,6.7,.391,.435,.153,3.9,5.6,20.7,2.3,0.2,23.6,15.1,-0.4,0.4,0.1,.007
Whitney Boddie,2009,SAC,G,4,9,8.4,1.000,.000,.000,0.0,0.0,0.0,5.8,0.0,50.0,9.8,0.0,0.0,0.0,.002
DeWanna Bonner,2009,PHO,G-F,34,724,21.1,.551,.047,.554,11.6,15.1,2.8,1.5,2.4,9.0,22.0,2.7,0.5,3.2,.178
Kara Braxton,2009,DET,C-F,28,504,22.2,.552,.000,.308,15.8,19.9,16.5,2.0,3.1,18.3,24.6,1.2,1.0,2.2,.175
Kiesha Brown,2009,CON,G,34,393,11.2,.490,.439,.179,2.5,7.9,16.9,1.7,0.6,17.9,18.3,0.0,0.5,0.5,.054
Rebekkah Brunson,2009,SAC,F,27,665,22.3,.549,.004,.416,12.6,17.9,2.7,3.1,2.0,13.0,23.0,2.0,1.1,3.0,.183
Janell Burse,2009,SEA,C,34,541,16.9,.574,.000,.552,7.6,12.7,3.6,2.1,5.1,16.3,18.7,1.0,1.2,2.2,.164
Dominique Canty,2009,CHI,G,34,776,11.0,.475,.057,.613,2.9,4.9,24.0,1.9,0.5,18.8,17.9,0.6,0.0,0.6,.031
Essence Carson,2009,NYL,F-G,34,859,12.6,.497,.318,.150,3.4,5.1,10.7,2.3,1.0,13.6,21.4,0.4,1.0,1.3,.062
Swin Cash,2009,SEA,F,32,1094,12.8,.474,.087,.361,7.5,12.6,14.4,1.4,1.3,18.1,21.6,0.3,1.7,2.0,.075
Iziane Castro Marques,2009,ATL,F-G,34,915,14.6,.503,.319,.204,2.5,4.7,12.6,1.9,0.2,14.6,25.8,1.1,0.8,1.8,.080
Tamika Catchings,2009,IND,F,34,1084,23.0,.526,.300,.445,9.2,13.7,19.8,4.8,1.4,15.3,23.9,3.0,3.1,6.1,.225
Shameka Christon,2009,NYL,G,32,1014,19.5,.574,.533,.386,3.4,9.3,11.0,1.5,2.3,11.1,23.1,3.4,1.4,4.8,.189
Kristi Cirone,2009,CON,G,4,23,21.5,.554,.600,.600,0.0,12.3,28.7,4.5,0.0,0.0,12.2,0.1,0.1,0.2,.287
Marissa Coleman,2009,WAS,G-F,28,525,10.8,.478,.503,.283,4.9,8.6,7.3,1.9,1.4,16.0,17.5,0.2,0.7,0.9,.071
Monique Currie,2009,WAS,F,34,728,15.2,.509,.240,.585,6.1,12.0,14.7,2.0,1.6,17.3,19.6,1.2,1.2,2.4,.131
Helen Darling,2009,SAS,G,34,642,7.6,.390,.404,.505,2.7,5.9,24.7,2.5,0.6,23.1,12.6,-0.1,0.4,0.3,.016
Jessica Davenport,2009,IND,C,26,181,14.2,.564,.000,.364,9.6,13.4,6.9,2.0,6.6,24.8,21.1,0.0,0.4,0.5,.100
Tanae Davis-Cain,2009,DET,G,1,4,-0.8,.184,.600,.200,60.4,30.0,0.0,0.0,0.0,0.0,60.4,-0.1,0.0,-0.1,-0.531
Anna DeForge,2009,DET,G,7,113,4.5,.278,.222,.000,6.4,10.6,13.4,1.8,0.0,28.0,9.8,-0.2,0.1,-0.1,-0.028
Erika de Souza,2009,ATL,F-C,34,928,20.0,.553,.000,.295,14.6,19.0,6.8,1.7,3.6,16.1,19.4,2.2,1.8,4.0,.175
Tamecka Dixon,2009,IND,G,32,424,9.7,.461,.075,.157,2.7,7.3,17.0,1.5,0.6,15.9,18.1,0.0,0.6,0.6,.056
Scholanda Dorrell,2009,SAC,G,34,633,9.6,.486,.130,.451,3.8,5.3,7.5,2.7,0.9,18.9,19.9,-0.1,0.4,0.3,.017
Katie Douglas,2009,IND,G-F,31,1003,20.4,.533,.412,.266,2.8,7.2,18.6,2.9,0.6,12.8,26.4,2.4,1.9,4.3,.171
Candice Dupree,2009,CHI,F,34,1186,18.9,.501,.130,.273,7.9,13.8,12.4,1.6,2.8,13.2,23.8,1.9,0.9,2.8,.093
Shyra Ely-Gash,2009,CHI,F,34,497,15.0,.519,.299,.254,5.5,10.8,7.9,1.3,1.3,13.9,24.0,0.6,0.2,0.8,.062
Lauren Ervin,2009,CON,F,8,56,9.0,.447,.000,.118,7.6,13.2,0.0,0.9,0.0,10.1,15.8,0.0,0.1,0.0,.029
Barbara Farris,2009,DET,F-C,13,110,4.6,.530,.000,1.778,3.3,9.8,6.6,2.4,0.0,35.9,10.1,-0.1,0.2,0.1,.032
Marie Ferdinand-Harris,2009,LAS,G,28,339,15.0,.499,.163,.274,6.3,7.3,13.3,2.4,0.5,12.7,23.0,0.6,0.5,1.1,.125
Cheryl Ford,2009,DET,F,29,755,12.5,.459,.013,.441,11.4,17.1,5.8,1.9,1.5,15.3,18.8,0.2,1.3,1.5,.080
Sylvia Fowles,2009,CHI,C,24,692,17.1,.626,.000,.576,9.3,16.6,5.2,1.6,4.1,26.1,19.3,0.7,0.8,1.5,.085
A'Quonesia Franklin,2009,SEA,G,2,20,-6.7,.000,.500,.000,0.0,6.4,7.7,2.7,0.0,20.0,11.8,-0.1,0.0,-0.1,-0.200
Megan Frazee,2009,SAS,F,29,326,16.0,.506,.294,.310,10.4,16.0,9.0,1.3,1.2,12.8,23.5,0.5,0.3,0.8,.097
Kerri Gardin,2009,CON,F,33,596,13.8,.454,.245,.560,9.7,13.6,11.0,2.2,3.2,16.1,17.6,0.2,1.1,1.3,.087
Katie Gearlds,2009,SEA,G-F,20,243,12.0,.541,.703,.054,2.2,6.9,8.6,1.3,1.1,13.7,17.0,0.3,0.3,0.6,.097
Yolanda Griffith,2009,IND,C-F,3,41,16.1,.595,.000,.750,11.3,10.3,0.0,0.0,4.1,15.8,20.9,0.1,0.0,0.2,.162
Sandrine Gruda,2009,CON,F-C,26,810,14.9,.485,.000,.266,8.7,11.6,8.5,1.5,4.0,15.9,23.5,-0.1,1.2,1.1,.055
Becky Hammon,2009,SAS,G,31,1049,23.5,.593,.461,.318,3.0,6.1,30.8,2.5,0.9,17.9,27.6,3.8,0.7,4.5,.171
Lindsey Harding,2009,WAS,G,34,1194,14.6,.509,.165,.317,2.3,6.8,23.8,1.8,0.9,19.1,19.2,1.4,1.4,2.8,.095
Laura Harper,2009,SAC,F-C,33,460,13.0,.493,.000,.707,14.7,15.4,7.3,1.5,4.1,21.6,18.6,0.3,0.4,0.7,.064
Kristi Harrower,2009,LAS,G,31,520,9.0,.419,.351,.099,4.1,6.6,21.2,1.6,0.0,18.9,12.3,0.2,0.6,0.7,.054
Vanessa Hayden,2009,LAS,C,25,269,11.8,.443,.000,.263,12.6,15.0,4.0,0.8,7.0,15.2,20.9,-0.1,0.5,0.5,.067
Roneeka Hodges,2009,MIN,G,33,902,14.7,.565,.620,.120,2.6,6.7,12.6,1.2,1.3,11.0,16.0,2.3,-0.1,2.2,.097
Ebony Hoffman,2009,IND,F,34,1005,12.5,.487,.230,.246,6.5,12.0,9.9,3.0,1.0,19.1,19.2,0.0,2.2,2.2,.088
Chamique Holdsclaw,2009,ATL,F,25,708,14.9,.483,.094,.292,4.6,8.8,13.2,2.3,0.7,17.1,25.4,0.3,1.0,1.2,.070
Quanitra Hollingsworth,2009,MIN,C,34,434,13.0,.512,.000,.758,12.7,15.5,2.0,1.4,1.4,17.5,19.8,0.5,0.2,0.7,.060
Amber Holt,2009,CON,F,23,380,14.6,.468,.407,.431,3.7,11.1,19.7,1.2,0.4,8.7,18.8,0.7,0.5,1.2,.130
Alexis Hornbuckle,2009,DET,G,32,850,10.4,.455,.300,.225,6.5,11.1,16.7,2.6,0.9,22.8,15.8,-0.3,1.3,1.0,.049
Charde Houston,2009,MIN,F,34,792,21.6,.530,.184,.263,6.5,14.3,15.9,2.8,2.1,13.2,27.0,1.8,0.8,2.6,.133
Lauren Jackson,2009,SEA,F-C,26,843,26.1,.586,.314,.394,7.5,13.9,5.8,2.5,4.8,9.2,26.2,3.9,2.0,5.9,.279
Tiffany Jackson-Jones,2009,NYL,F,34,495,14.4,.508,.000,.430,8.5,14.1,9.4,2.3,2.3,19.5,20.7,0.1,1.0,1.1,.087
Briann January,2009,IND,G,33,683,11.7,.493,.453,.453,3.9,5.6,20.5,2.8,0.4,19.8,19.0,0.5,1.1,1.6,.093
Anete Jekabsone-Zogota,2009,CON,G,27,644,11.5,.518,.423,.120,2.0,6.9,16.9,0.7,0.0,16.3,20.3,0.4,0.5,0.9,.053
Shannon Johnson,2009,SEA,G,34,618,8.5,.522,.570,.514,3.0,6.5,14.3,2.4,1.0,28.4,14.0,-0.1,0.9,0.8,.054
Temeka Johnson,2009,PHO,G,34,901,14.4,.541,.310,.178,1.1,7.4,25.7,1.5,0.3,20.1,17.7,1.5,0.2,1.7,.075
Vickie Johnson,2009,SAS,G-F,32,737,12.6,.518,.303,.146,3.9,9.1,18.5,1.2,0.4,16.5,15.0,1.0,0.3,1.3,.070
Asjha Jones,2009,CON,F,23,727,18.7,.513,.047,.236,6.3,10.6,16.3,1.4,1.4,11.6,25.9,1.3,0.9,2.2,.124
Cathrine Kraayeveld,2009,NYL,F,34,888,11.5,.538,.545,.186,4.3,10.5,6.7,1.3,1.3,18.8,18.4,0.2,1.2,1.4,.064
Jennifer Lacy,2009,ATL,F,32,362,5.8,.395,.178,.308,10.0,11.0,3.6,1.2,1.5,16.5,16.7,-0.3,0.4,0.0,.003
Crystal Langhorne,2009,WAS,F,34,1013,18.9,.606,.007,.419,11.6,15.8,5.5,1.7,1.0,18.4,17.6,2.6,1.6,4.2,.166
Erlana Larkins,2009,NYL,F,18,137,12.9,.510,.000,.697,9.7,13.6,10.6,3.5,2.5,27.1,20.0,-0.1,0.3,0.2,.066
Ivory Latta,2009,ATL,G,24,350,13.5,.561,.455,.418,1.0,2.6,14.8,1.8,0.2,16.6,18.5,0.8,0.2,1.0,.119
Edwige Lawson-Wade,2009,SAS,G,33,583,14.0,.541,.748,.119,1.9,7.0,22.1,2.7,0.1,15.4,15.1,1.1,0.5,1.6,.108
Kara Lawson,2009,SAC,G,25,604,13.6,.513,.550,.165,2.3,5.5,18.5,1.4,0.1,14.0,18.2,1.2,0.1,1.3,.087
Shalee Lehning,2009,ATL,G,34,707,8.7,.478,.323,.333,3.0,6.4,24.5,1.2,0.3,33.6,9.4,0.2,0.5,0.7,.042
Betty Lennox,2009,LAS,G,30,640,16.1,.515,.310,.246,6.5,12.8,15.9,2.2,0.5,19.1,25.8,0.6,1.2,1.8,.110
Lisa Leslie,2009,LAS,C,23,638,23.0,.557,.022,.324,11.0,14.2,16.1,1.3,4.4,15.7,26.5,1.8,1.2,3.0,.190
Camille Little,2009,SEA,F,34,1044,13.7,.535,.103,.479,9.5,13.7,6.3,2.0,1.1,17.4,17.4,1.4,1.9,3.2,.124
Sancho Lyttle,2009,ATL,F,34,931,21.3,.544,.003,.278,8.8,15.6,9.4,3.6,1.8,13.6,21.0,2.4,2.2,4.6,.196
Hamchetou Maiga-Ba,2009,SAC,F,34,676,15.5,.524,.004,.302,6.3,8.3,10.8,2.4,1.0,15.3,22.2,1.1,0.4,1.5,.089
Kristen Mann,2009,WAS,F,16,95,9.2,.440,.643,.036,2.5,8.8,11.0,1.6,0.0,9.5,14.3,0.1,0.1,0.2,.075
Kelly Mazzante,2009,PHO,G,31,433,7.8,.528,.889,.030,1.9,5.2,5.3,1.1,0.5,9.1,10.7,0.5,-0.1,0.4,.038
Rashanda McCants,2009,MIN,F,34,482,7.5,.434,.253,.260,7.3,8.6,9.4,1.6,1.6,17.7,18.7,-0.4,0.0,-0.4,-0.031
Janel McCarville,2009,NYL,F-C,32,848,22.0,.565,.010,.355,9.0,12.4,21.9,2.6,4.5,19.8,23.8,1.9,1.7,3.7,.172
Angel McCoughtry,2009,ATL,F-G,34,735,23.2,.550,.152,.402,5.4,8.2,17.1,4.9,1.2,15.4,26.4,2.1,1.6,3.7,.202
Taj McWilliams-Franklin,2009,DET,F-C,34,1032,15.6,.530,.053,.240,7.6,13.1,16.7,1.7,1.4,17.4,16.3,1.8,1.5,3.3,.127
Chasity Melvin,2009,WAS,C-F,34,756,12.2,.468,.005,.324,12.2,12.5,8.4,2.3,3.1,18.9,15.2,0.3,1.2,1.5,.079
Britany Miller,2009,DET,C,1,8,-0.6,.000,.000,.000,0.0,0.0,0.0,6.5,0.0,0.0,5.6,0.0,0.0,0.0,-0.041
Coco Miller,2009,ATL,G,34,407,10.4,.491,.221,.213,5.6,7.0,12.3,1.4,0.4,18.9,16.8,0.3,0.3,0.6,.056
Kelly Miller,2009,MIN,G,34,675,8.0,.473,.443,.148,3.3,6.7,16.3,1.8,0.2,24.0,13.7,-0.1,0.0,-0.1,-0.008
DeLisha Milton-Jones,2009,LAS,F,33,1043,11.6,.477,.255,.230,6.1,9.1,11.7,2.1,0.7,17.3,18.5,0.4,1.5,1.9,.073
Leilani Mitchell,2009,NYL,G,34,436,7.5,.390,.520,.060,2.2,5.7,29.8,1.1,0.4,20.2,13.7,-0.1,0.3,0.3,.026
Anna Montanana,2009,MIN,F,16,169,10.9,.475,.417,.056,10.4,9.4,18.5,2.7,0.0,24.5,12.8,0.1,0.0,0.2,.038
Renee Montgomery,2009,MIN,G,34,764,14.1,.543,.484,.288,2.3,5.3,16.9,1.7,0.9,19.0,20.1,1.0,-0.1,0.9,.048
Jessica Moore,2009,IND,F-C,31,613,8.6,.524,.008,.380,7.6,9.5,4.2,1.6,0.8,18.5,12.7,0.4,0.9,1.3,.086
Loree Moore,2009,NYL,G,34,941,11.1,.423,.429,.206,2.4,8.0,24.8,3.7,0.2,23.5,16.4,-0.9,1.8,0.9,.039
Bernice Mosby,2009,WAS,F,24,169,6.7,.433,.021,.298,10.4,13.1,3.1,2.4,0.5,23.1,17.7,-0.2,0.3,0.0,.007
Shay Murphy,2009,IND,G,24,186,19.5,.498,.360,.292,14.4,13.7,11.7,1.7,0.9,8.2,26.5,0.6,0.3,0.9,.191
Chen Nan,2009,CHI,C,26,320,8.7,.492,.000,.084,8.9,10.5,3.5,1.3,2.3,22.7,18.3,-0.3,0.1,-0.3,-0.033
Chelsea Newton,2009,SAC,G,23,336,9.9,.436,.171,.257,3.7,5.6,18.9,2.8,0.8,17.0,12.3,0.2,0.2,0.4,.049
Deanna Nolan,2009,DET,G-F,33,1113,17.4,.485,.234,.221,3.9,7.6,20.4,2.1,0.8,11.2,25.9,2.2,1.3,3.4,.123
Nicole Ohlde,2009,PHO,F-C,21,311,11.1,.597,.000,.648,7.3,10.6,2.8,0.8,4.5,24.1,16.2,0.3,0.1,0.4,.051
Courtney Paris,2009,SAC,C,33,442,18.9,.546,.008,.250,15.9,19.0,9.3,1.3,1.9,12.0,16.6,1.4,0.4,1.8,.161
Candace Parker,2009,LAS,F,25,815,20.9,.537,.089,.296,9.2,18.0,14.5,1.0,5.6,15.3,19.9,1.9,1.9,3.8,.186
Ticha Penicheiro,2009,SAC,G,30,724,11.5,.436,.065,.504,2.1,7.0,34.1,2.2,0.5,27.4,14.2,0.2,0.4,0.6,.034
Jia Perkins,2009,CHI,G,34,931,21.1,.519,.206,.325,3.7,7.6,21.0,4.1,0.5,11.3,24.1,2.6,0.9,3.5,.152
Erin Perperoglou,2009,SAS,F,34,579,5.8,.415,.229,.354,4.8,8.0,8.6,2.2,1.5,24.0,11.8,-0.6,0.4,-0.2,-0.014
Erin Phillips,2009,CON,G,32,740,14.9,.510,.516,.284,4.3,7.9,15.5,3.0,0.3,14.5,17.8,1.0,1.1,2.1,.114
Plenette Pierson,2009,DET,F,1,5,-5.2,.000,.000,.000,0.0,0.0,0.0,10.4,17.5,0.0,17.8,0.0,0.0,0.0,-0.186
Cappie Pondexter,2009,PHO,G,34,1075,22.2,.559,.234,.294,3.6,7.5,26.6,1.4,0.8,12.9,26.0,4.5,0.0,4.5,.168
Nicole Powell,2009,SAC,F,34,1035,21.3,.547,.445,.202,6.2,12.1,14.9,2.5,0.7,13.9,25.7,3.4,1.0,4.4,.171
LaToya Sanders,2009,MIN,F,17,159,11.1,.505,.000,.500,10.3,14.2,8.3,1.0,6.9,27.7,14.1,0.0,0.1,0.1,.028
Allie Quigley,2009,PHO,G,6,32,1.5,.563,.500,.250,3.8,8.7,4.3,0.0,0.0,36.0,18.2,-0.1,0.0,-0.1,-0.098
Noelle Quinn,2009,LAS,G,34,929,16.0,.546,.316,.152,4.5,7.9,21.9,2.3,1.0,16.4,15.1,2.1,1.4,3.5,.150
Ruth Riley,2009,SAS,C,31,650,11.9,.514,.122,.177,6.8,13.4,7.6,1.2,5.4,18.1,13.9,0.4,0.8,1.2,.072
Ashley Robinson,2009,SEA,C,26,167,-1.6,.224,.040,.160,4.0,9.3,1.9,0.7,7.0,27.2,10.4,-0.6,0.3,-0.3,-0.078
Nakia Sanford,2009,WAS,C-F,34,663,9.9,.510,.000,.622,9.7,13.2,5.9,2.0,1.7,25.9,18.4,-0.4,1.1,0.6,.038
Olayinka Sanni,2009,DET,F-C,31,298,12.5,.523,.000,.367,11.0,11.5,9.9,1.9,1.5,20.9,21.4,0.2,0.4,0.5,.073
Kelly Schumacher,2009,DET,C,1,10,-0.3,,,,0.0,0.0,0.0,0.0,8.8,,0.0,0.0,0.0,0.0,.025
K.B. Sharp,2009,CHI,G,27,325,7.6,.535,.298,.333,1.1,3.8,12.6,1.3,0.5,26.0,12.5,0.0,-0.1,-0.1,-0.007
Brooke Smith,2009,PHO,F-C,21,144,5.5,.567,.000,.533,9.2,13.6,2.7,0.7,1.5,27.4,7.4,0.1,0.0,0.2,.048
Katie Smith,2009,DET,G,27,894,14.0,.575,.449,.207,1.8,4.2,15.2,1.2,0.2,16.2,19.0,2.1,0.5,2.6,.114
Tangela Smith,2009,PHO,C,34,920,14.7,.535,.306,.076,4.6,11.1,4.4,1.8,4.3,10.5,16.0,1.3,0.8,2.1,.093
Belinda Snell,2009,SAS,G,30,553,12.1,.480,.753,.159,4.8,7.9,11.9,2.6,0.4,13.0,18.9,0.4,0.4,0.8,.055
Michelle Snow,2009,ATL,C,34,503,14.6,.546,.014,.479,9.0,16.5,5.2,1.5,2.6,18.7,17.2,0.7,0.9,1.6,.130
Sidney Spencer,2009,NYL,G,33,340,10.9,.538,.648,.102,2.5,6.7,8.0,0.9,0.3,8.9,13.8,0.6,0.3,0.8,.098
Tammy Sutton-Brown,2009,IND,C,27,680,16.0,.534,.000,.500,7.5,14.1,6.7,1.2,5.0,16.4,19.8,0.9,1.5,2.4,.138
Ketia Swanier,2009,PHO,G,33,388,7.7,.485,.375,.205,2.2,7.6,19.0,1.8,0.5,32.4,15.4,-0.4,0.1,-0.3,-0.033
Diana Taurasi,2009,PHO,G,31,976,25.4,.620,.447,.392,2.2,10.2,18.2,1.8,3.1,13.9,25.4,4.7,0.7,5.4,.222
Penny Taylor,2009,PHO,F,14,283,19.6,.592,.231,.444,5.1,6.7,17.6,3.0,0.5,19.4,23.8,0.8,0.1,1.0,.136
Christi Thomas,2009,MIN,F-C,11,66,-6.9,.069,.333,.095,8.9,13.9,6.7,2.3,6.0,21.5,18.7,-0.6,0.1,-0.5,-0.304
Tina Thompson,2009,LAS,F,34,1182,13.0,.503,.357,.248,4.9,10.1,11.5,1.2,1.7,17.7,20.2,0.9,1.7,2.6,.088
Erin Thorn,2009,CHI,G,34,577,15.3,.572,.541,.194,2.8,5.6,16.5,1.8,0.0,14.4,17.1,1.4,0.0,1.4,.099
Kristi Toliver,2009,CHI,G,27,386,18.8,.606,.566,.145,1.9,5.8,26.7,1.4,0.6,20.6,25.4,1.0,0.0,1.0,.100
